Week,Demand,CropName
2022-04-24,72,Aloe_vera
2022-05-01,72,Aloe_vera
2022-05-08,71,Aloe_vera
2022-05-15,71,Aloe_vera
2022-05-22,73,Aloe_vera
2022-05-29,75,Aloe_vera
2022-06-05,76,Aloe_vera
2022-06-12,68,Aloe_vera
2022-06-19,73,Aloe_vera
2022-06-26,73,Aloe_vera
2022-07-03,74,Aloe_vera
2022-07-10,67,Aloe_vera
2022-07-17,68,Aloe_vera
2022-07-24,69,Aloe_vera
2022-07-31,69,Aloe_vera
2022-08-07,62,Aloe_vera
2022-08-14,71,Aloe_vera
2022-08-21,73,Aloe_vera
2022-08-28,67,Aloe_vera
2022-09-04,69,Aloe_vera
2022-09-11,71,Aloe_vera
2022-09-18,73,Aloe_vera
2022-09-25,67,Aloe_vera
2022-10-02,69,Aloe_vera
2022-10-09,63,Aloe_vera
2022-10-16,64,Aloe_vera
2022-10-23,69,Aloe_vera
2022-10-30,69,Aloe_vera
2022-11-06,66,Aloe_vera
2022-11-13,74,Aloe_vera
2022-11-20,71,Aloe_vera
2022-11-27,68,Aloe_vera
2022-12-04,65,Aloe_vera
2022-12-11,67,Aloe_vera
2022-12-18,61,Aloe_vera
2022-12-25,67,Aloe_vera
2023-01-01,61,Aloe_vera
2023-01-08,61,Aloe_vera
2023-01-15,63,Aloe_vera
2023-01-22,60,Aloe_vera
2023-01-29,61,Aloe_vera
2023-02-05,67,Aloe_vera
2023-02-12,67,Aloe_vera
2023-02-19,70,Aloe_vera
2023-02-26,71,Aloe_vera
2023-03-05,70,Aloe_vera
2023-03-12,65,Aloe_vera
2023-03-19,63,Aloe_vera
2023-03-26,59,Aloe_vera
2023-04-02,65,Aloe_vera
2023-04-09,71,Aloe_vera
2023-04-16,68,Aloe_vera
2023-04-23,66,Aloe_vera
2023-04-30,60,Aloe_vera
2023-05-07,64,Aloe_vera
2023-05-14,64,Aloe_vera
2023-05-21,66,Aloe_vera
2023-05-28,70,Aloe_vera
2023-06-04,71,Aloe_vera
2023-06-11,73,Aloe_vera
2023-06-18,69,Aloe_vera
2023-06-25,71,Aloe_vera
2023-07-02,70,Aloe_vera
2023-07-09,61,Aloe_vera
2023-07-16,62,Aloe_vera
2023-07-23,60,Aloe_vera
2023-07-30,60,Aloe_vera
2023-08-06,68,Aloe_vera
2023-08-13,67,Aloe_vera
2023-08-20,63,Aloe_vera
2023-08-27,60,Aloe_vera
2023-09-03,61,Aloe_vera
2023-09-10,64,Aloe_vera
2023-09-17,65,Aloe_vera
2023-09-24,63,Aloe_vera
2023-10-01,66,Aloe_vera
2023-10-08,68,Aloe_vera
2023-10-15,65,Aloe_vera
2023-10-22,72,Aloe_vera
2023-10-29,66,Aloe_vera
2023-11-05,61,Aloe_vera
2023-11-12,60,Aloe_vera
2023-11-19,66,Aloe_vera
2023-11-26,67,Aloe_vera
2023-12-03,61,Aloe_vera
2023-12-10,74,Aloe_vera
2023-12-17,61,Aloe_vera
2023-12-24,68,Aloe_vera
2023-12-31,59,Aloe_vera
2024-01-07,58,Aloe_vera
2024-01-14,56,Aloe_vera
2024-01-21,54,Aloe_vera
2024-01-28,55,Aloe_vera
2024-02-04,52,Aloe_vera
2024-02-11,50,Aloe_vera
2024-02-18,53,Aloe_vera
2024-02-25,52,Aloe_vera
2024-03-03,53,Aloe_vera
2024-03-10,58,Aloe_vera
2024-03-17,53,Aloe_vera
2024-03-24,54,Aloe_vera
2024-03-31,54,Aloe_vera
2024-04-07,54,Aloe_vera
2024-04-14,50,Aloe_vera
2024-04-21,52,Aloe_vera
2024-04-28,55,Aloe_vera
2024-05-05,49,Aloe_vera
2024-05-12,49,Aloe_vera
2024-05-19,52,Aloe_vera
2024-05-26,48,Aloe_vera
2024-06-02,44,Aloe_vera
2024-06-09,44,Aloe_vera
2024-06-16,48,Aloe_vera
2024-06-23,51,Aloe_vera
2024-06-30,48,Aloe_vera
2024-07-07,48,Aloe_vera
2024-07-14,46,Aloe_vera
2024-07-21,47,Aloe_vera
2024-07-28,44,Aloe_vera
2024-08-04,43,Aloe_vera
2024-08-11,44,Aloe_vera
2024-08-18,48,Aloe_vera
2024-08-25,47,Aloe_vera
2024-09-01,46,Aloe_vera
2024-09-08,49,Aloe_vera
2024-09-15,47,Aloe_vera
2024-09-22,45,Aloe_vera
2024-09-29,48,Aloe_vera
2024-10-06,47,Aloe_vera
2024-10-13,48,Aloe_vera
2024-10-20,44,Aloe_vera
2024-10-27,47,Aloe_vera
2024-11-03,46,Aloe_vera
2024-11-10,50,Aloe_vera
2024-11-17,49,Aloe_vera
2024-11-24,54,Aloe_vera
2024-12-01,49,Aloe_vera
2024-12-08,48,Aloe_vera
2024-12-15,48,Aloe_vera
2024-12-22,47,Aloe_vera
2024-12-29,44,Aloe_vera
2025-01-05,43,Aloe_vera
2025-01-12,42,Aloe_vera
2025-01-19,43,Aloe_vera
2025-01-26,48,Aloe_vera
2025-02-02,51,Aloe_vera
2025-02-09,46,Aloe_vera
2025-02-16,47,Aloe_vera
2025-02-23,45,Aloe_vera
2025-03-02,47,Aloe_vera
2025-03-09,48,Aloe_vera
2025-03-16,47,Aloe_vera
2025-03-23,46,Aloe_vera
2025-03-30,47,Aloe_vera
2025-04-06,46,Aloe_vera
2025-04-13,50,Aloe_vera
2025-04-20,48,Aloe_vera
2025-04-27,46,Aloe_vera
2025-05-04,47,Aloe_vera
2025-05-11,45,Aloe_vera
2025-05-18,46,Aloe_vera
2025-05-25,43,Aloe_vera
2025-06-01,47,Aloe_vera
2025-06-08,47,Aloe_vera
2025-06-15,48,Aloe_vera
2025-06-22,45,Aloe_vera
2025-06-29,45,Aloe_vera
2025-07-06,45,Aloe_vera
2025-07-13,44,Aloe_vera
2025-07-20,43,Aloe_vera
2025-07-27,42,Aloe_vera
2025-08-03,45,Aloe_vera
2025-08-10,44,Aloe_vera
2025-08-17,44,Aloe_vera
2025-08-24,46,Aloe_vera
2025-08-31,44,Aloe_vera
2025-09-07,45,Aloe_vera
2025-09-14,40,Aloe_vera
2025-09-21,43,Aloe_vera
2025-09-28,44,Aloe_vera
2025-10-05,49,Aloe_vera
2025-10-12,51,Aloe_vera
2020-10-11,100,Apple
2020-10-18,69,Apple
2020-10-25,63,Apple
2020-11-01,58,Apple
2020-11-08,63,Apple
2020-11-15,60,Apple
2020-11-22,55,Apple
2020-11-29,51,Apple
2020-12-06,54,Apple
2020-12-13,53,Apple
2020-12-20,52,Apple
2020-12-27,48,Apple
2021-01-03,49,Apple
2021-01-10,50,Apple
2021-01-17,52,Apple
2021-01-24,53,Apple
2021-01-31,47,Apple
2021-02-07,48,Apple
2021-02-14,46,Apple
2021-02-21,45,Apple
2021-02-28,47,Apple
2021-03-07,46,Apple
2021-03-14,46,Apple
2021-03-21,49,Apple
2021-03-28,48,Apple
2021-04-04,46,Apple
2021-04-11,47,Apple
2021-04-18,53,Apple
2021-04-25,47,Apple
2021-05-02,50,Apple
2021-05-09,49,Apple
2021-05-16,51,Apple
2021-05-23,52,Apple
2021-05-30,55,Apple
2021-06-06,59,Apple
2021-06-13,53,Apple
2021-06-20,51,Apple
2021-06-27,50,Apple
2021-07-04,54,Apple
2021-07-11,52,Apple
2021-07-18,53,Apple
2021-07-25,49,Apple
2021-08-01,49,Apple
2021-08-08,49,Apple
2021-08-15,49,Apple
2021-08-22,51,Apple
2021-08-29,48,Apple
2021-09-05,52,Apple
2021-09-12,84,Apple
2021-09-19,59,Apple
2021-09-26,57,Apple
2021-10-03,66,Apple
2021-10-10,55,Apple
2021-10-17,61,Apple
2021-10-24,52,Apple
2021-10-31,50,Apple
2021-11-07,50,Apple
2021-11-14,49,Apple
2021-11-21,49,Apple
2021-11-28,45,Apple
2021-12-05,49,Apple
2021-12-12,50,Apple
2021-12-19,48,Apple
2021-12-26,46,Apple
2022-01-02,55,Apple
2022-01-09,52,Apple
2022-01-16,51,Apple
2022-01-23,53,Apple
2022-01-30,56,Apple
2022-02-06,52,Apple
2022-02-13,56,Apple
2022-02-20,56,Apple
2022-02-27,57,Apple
2022-03-06,65,Apple
2022-03-13,56,Apple
2022-03-20,53,Apple
2022-03-27,49,Apple
2022-04-03,49,Apple
2022-04-10,47,Apple
2022-04-17,47,Apple
2022-04-24,54,Apple
2022-05-01,51,Apple
2022-05-08,50,Apple
2022-05-15,50,Apple
2022-05-22,49,Apple
2022-05-29,51,Apple
2022-06-05,57,Apple
2022-06-12,52,Apple
2022-06-19,54,Apple
2022-06-26,51,Apple
2022-07-03,52,Apple
2022-07-10,51,Apple
2022-07-17,54,Apple
2022-07-24,50,Apple
2022-07-31,53,Apple
2022-08-07,56,Apple
2022-08-14,54,Apple
2022-08-21,56,Apple
2022-08-28,55,Apple
2022-09-04,84,Apple
2022-09-11,71,Apple
2022-09-18,75,Apple
2022-09-25,76,Apple
2022-10-02,63,Apple
2022-10-09,61,Apple
2022-10-16,61,Apple
2022-10-23,60,Apple
2022-10-30,55,Apple
2022-11-06,54,Apple
2022-11-13,55,Apple
2022-11-20,54,Apple
2022-11-27,55,Apple
2022-12-04,52,Apple
2022-12-11,51,Apple
2022-12-18,54,Apple
2022-12-25,56,Apple
2023-01-01,53,Apple
2023-01-08,52,Apple
2023-01-15,53,Apple
2023-01-22,53,Apple
2023-01-29,52,Apple
2023-02-05,50,Apple
2023-02-12,50,Apple
2023-02-19,51,Apple
2023-02-26,47,Apple
2023-03-05,54,Apple
2023-03-12,47,Apple
2023-03-19,48,Apple
2023-03-26,47,Apple
2023-04-02,48,Apple
2023-04-09,49,Apple
2023-04-16,62,Apple
2023-04-23,51,Apple
2023-04-30,50,Apple
2023-05-07,51,Apple
2023-05-14,47,Apple
2023-05-21,49,Apple
2023-05-28,49,Apple
2023-06-04,64,Apple
2023-06-11,57,Apple
2023-06-18,55,Apple
2023-06-25,54,Apple
2023-07-02,54,Apple
2023-07-09,55,Apple
2023-07-16,51,Apple
2023-07-23,51,Apple
2023-07-30,53,Apple
2023-08-06,54,Apple
2023-08-13,54,Apple
2023-08-20,52,Apple
2023-08-27,50,Apple
2023-09-03,50,Apple
2023-09-10,87,Apple
2023-09-17,66,Apple
2023-09-24,60,Apple
2023-10-01,64,Apple
2023-10-08,66,Apple
2023-10-15,55,Apple
2023-10-22,51,Apple
2023-10-29,53,Apple
2023-11-05,50,Apple
2023-11-12,48,Apple
2023-11-19,51,Apple
2023-11-26,47,Apple
2023-12-03,46,Apple
2023-12-10,49,Apple
2023-12-17,50,Apple
2023-12-24,48,Apple
2023-12-31,48,Apple
2024-01-07,49,Apple
2024-01-14,49,Apple
2024-01-21,45,Apple
2024-01-28,54,Apple
2024-02-04,58,Apple
2024-02-11,52,Apple
2024-02-18,49,Apple
2024-02-25,50,Apple
2024-03-03,50,Apple
2024-03-10,52,Apple
2024-03-17,50,Apple
2024-03-24,51,Apple
2024-03-31,50,Apple
2024-04-07,49,Apple
2024-04-14,47,Apple
2024-04-21,48,Apple
2024-04-28,52,Apple
2024-05-05,59,Apple
2024-05-12,51,Apple
2024-05-19,52,Apple
2024-05-26,50,Apple
2024-06-02,45,Apple
2024-06-09,57,Apple
2024-06-16,56,Apple
2024-06-23,53,Apple
2024-06-30,50,Apple
2024-07-07,50,Apple
2024-07-14,52,Apple
2024-07-21,53,Apple
2024-07-28,51,Apple
2024-08-04,51,Apple
2024-08-11,51,Apple
2024-08-18,51,Apple
2024-08-25,52,Apple
2024-09-01,55,Apple
2024-09-08,97,Apple
2024-09-15,72,Apple
2024-09-22,82,Apple
2024-09-29,76,Apple
2024-10-06,64,Apple
2024-10-13,57,Apple
2024-10-20,56,Apple
2024-10-27,65,Apple
2024-11-03,56,Apple
2024-11-10,53,Apple
2024-11-17,56,Apple
2024-11-24,55,Apple
2024-12-01,56,Apple
2024-12-08,58,Apple
2024-12-15,55,Apple
2024-12-22,54,Apple
2024-12-29,53,Apple
2025-01-05,56,Apple
2025-01-12,54,Apple
2025-01-19,54,Apple
2025-01-26,55,Apple
2025-02-02,51,Apple
2025-02-09,49,Apple
2025-02-16,58,Apple
2025-02-23,50,Apple
2025-03-02,52,Apple
2025-03-09,55,Apple
2025-03-16,50,Apple
2025-03-23,45,Apple
2025-03-30,47,Apple
2025-04-06,48,Apple
2025-04-13,47,Apple
2025-04-20,44,Apple
2025-04-27,46,Apple
2025-05-04,43,Apple
2025-05-11,52,Apple
2025-05-18,49,Apple
2025-05-25,46,Apple
2025-06-01,49,Apple
2025-06-08,61,Apple
2025-06-15,51,Apple
2025-06-22,51,Apple
2025-06-29,52,Apple
2025-07-06,53,Apple
2025-07-13,55,Apple
2025-07-20,52,Apple
2025-07-27,49,Apple
2025-08-03,55,Apple
2025-08-10,53,Apple
2025-08-17,53,Apple
2025-08-24,57,Apple
2025-08-31,61,Apple
2025-09-07,93,Apple
2025-09-14,67,Apple
2025-09-21,85,Apple
2025-09-28,64,Apple
2025-10-05,60,Apple
2025-10-12,59,Apple
2020-10-11,78,Ashwagandha
2020-10-18,71,Ashwagandha
2020-10-25,70,Ashwagandha
2020-11-01,70,Ashwagandha
2020-11-08,66,Ashwagandha
2020-11-15,79,Ashwagandha
2020-11-22,73,Ashwagandha
2020-11-29,74,Ashwagandha
2020-12-06,73,Ashwagandha
2020-12-13,71,Ashwagandha
2020-12-20,71,Ashwagandha
2020-12-27,71,Ashwagandha
2021-01-03,80,Ashwagandha
2021-01-10,74,Ashwagandha
2021-01-17,72,Ashwagandha
2021-01-24,74,Ashwagandha
2021-01-31,71,Ashwagandha
2021-02-07,68,Ashwagandha
2021-02-14,73,Ashwagandha
2021-02-21,77,Ashwagandha
2021-02-28,72,Ashwagandha
2021-03-07,69,Ashwagandha
2021-03-14,68,Ashwagandha
2021-03-21,72,Ashwagandha
2021-03-28,71,Ashwagandha
2021-04-04,70,Ashwagandha
2021-04-11,75,Ashwagandha
2021-04-18,84,Ashwagandha
2021-04-25,83,Ashwagandha
2021-05-02,98,Ashwagandha
2021-05-09,100,Ashwagandha
2021-05-16,95,Ashwagandha
2021-05-23,100,Ashwagandha
2021-05-30,99,Ashwagandha
2021-06-06,87,Ashwagandha
2021-06-13,81,Ashwagandha
2021-06-20,84,Ashwagandha
2021-06-27,81,Ashwagandha
2021-07-04,78,Ashwagandha
2021-07-11,71,Ashwagandha
2021-07-18,68,Ashwagandha
2021-07-25,68,Ashwagandha
2021-08-01,83,Ashwagandha
2021-08-08,71,Ashwagandha
2021-08-15,69,Ashwagandha
2021-08-22,72,Ashwagandha
2021-08-29,68,Ashwagandha
2021-09-05,65,Ashwagandha
2021-09-12,70,Ashwagandha
2021-09-19,61,Ashwagandha
2021-09-26,60,Ashwagandha
2021-10-03,55,Ashwagandha
2021-10-10,60,Ashwagandha
2021-10-17,63,Ashwagandha
2021-10-24,58,Ashwagandha
2021-10-31,51,Ashwagandha
2021-11-07,69,Ashwagandha
2021-11-14,70,Ashwagandha
2021-11-21,63,Ashwagandha
2021-11-28,66,Ashwagandha
2021-12-05,64,Ashwagandha
2021-12-12,66,Ashwagandha
2021-12-19,61,Ashwagandha
2021-12-26,62,Ashwagandha
2022-01-02,72,Ashwagandha
2022-01-09,68,Ashwagandha
2022-01-16,63,Ashwagandha
2022-01-23,73,Ashwagandha
2022-01-30,69,Ashwagandha
2022-02-06,70,Ashwagandha
2022-02-13,72,Ashwagandha
2022-02-20,74,Ashwagandha
2022-02-27,69,Ashwagandha
2022-03-06,65,Ashwagandha
2022-03-13,67,Ashwagandha
2022-03-20,70,Ashwagandha
2022-03-27,60,Ashwagandha
2022-04-03,59,Ashwagandha
2022-04-10,57,Ashwagandha
2022-04-17,64,Ashwagandha
2022-04-24,65,Ashwagandha
2022-05-01,60,Ashwagandha
2022-05-08,58,Ashwagandha
2022-05-15,66,Ashwagandha
2022-05-22,68,Ashwagandha
2022-05-29,67,Ashwagandha
2022-06-05,63,Ashwagandha
2022-06-12,65,Ashwagandha
2022-06-19,92,Ashwagandha
2022-06-26,75,Ashwagandha
2022-07-03,69,Ashwagandha
2022-07-10,73,Ashwagandha
2022-07-17,65,Ashwagandha
2022-07-24,65,Ashwagandha
2022-07-31,66,Ashwagandha
2022-08-07,63,Ashwagandha
2022-08-14,68,Ashwagandha
2022-08-21,72,Ashwagandha
2022-08-28,63,Ashwagandha
2022-09-04,69,Ashwagandha
2022-09-11,72,Ashwagandha
2022-09-18,79,Ashwagandha
2022-09-25,76,Ashwagandha
2022-10-02,75,Ashwagandha
2022-10-09,78,Ashwagandha
2022-10-16,76,Ashwagandha
2022-10-23,67,Ashwagandha
2022-10-30,78,Ashwagandha
2022-11-06,74,Ashwagandha
2022-11-13,84,Ashwagandha
2022-11-20,73,Ashwagandha
2022-11-27,78,Ashwagandha
2022-12-04,72,Ashwagandha
2022-12-11,80,Ashwagandha
2022-12-18,77,Ashwagandha
2022-12-25,75,Ashwagandha
2023-01-01,75,Ashwagandha
2023-01-08,75,Ashwagandha
2023-01-15,77,Ashwagandha
2023-01-22,75,Ashwagandha
2023-01-29,88,Ashwagandha
2023-02-05,82,Ashwagandha
2023-02-12,84,Ashwagandha
2023-02-19,95,Ashwagandha
2023-02-26,87,Ashwagandha
2023-03-05,84,Ashwagandha
2023-03-12,94,Ashwagandha
2023-03-19,92,Ashwagandha
2023-03-26,88,Ashwagandha
2023-04-02,78,Ashwagandha
2023-04-09,85,Ashwagandha
2023-04-16,73,Ashwagandha
2023-04-23,75,Ashwagandha
2023-04-30,71,Ashwagandha
2023-05-07,70,Ashwagandha
2023-05-14,67,Ashwagandha
2023-05-21,70,Ashwagandha
2023-05-28,71,Ashwagandha
2023-06-04,76,Ashwagandha
2023-06-11,77,Ashwagandha
2023-06-18,75,Ashwagandha
2023-06-25,72,Ashwagandha
2023-07-02,78,Ashwagandha
2023-07-09,74,Ashwagandha
2023-07-16,73,Ashwagandha
2023-07-23,67,Ashwagandha
2023-07-30,76,Ashwagandha
2023-08-06,72,Ashwagandha
2023-08-13,82,Ashwagandha
2023-08-20,75,Ashwagandha
2023-08-27,70,Ashwagandha
2023-09-03,72,Ashwagandha
2023-09-10,68,Ashwagandha
2023-09-17,70,Ashwagandha
2023-09-24,74,Ashwagandha
2023-10-01,79,Ashwagandha
2023-10-08,64,Ashwagandha
2023-10-15,67,Ashwagandha
2023-10-22,69,Ashwagandha
2023-10-29,75,Ashwagandha
2023-11-05,67,Ashwagandha
2023-11-12,75,Ashwagandha
2023-11-19,80,Ashwagandha
2023-11-26,84,Ashwagandha
2023-12-03,87,Ashwagandha
2023-12-10,78,Ashwagandha
2023-12-17,72,Ashwagandha
2023-12-24,72,Ashwagandha
2023-12-31,73,Ashwagandha
2024-01-07,77,Ashwagandha
2024-01-14,75,Ashwagandha
2024-01-21,70,Ashwagandha
2024-01-28,72,Ashwagandha
2024-02-04,75,Ashwagandha
2024-02-11,68,Ashwagandha
2024-02-18,74,Ashwagandha
2024-02-25,71,Ashwagandha
2024-03-03,68,Ashwagandha
2024-03-10,69,Ashwagandha
2024-03-17,73,Ashwagandha
2024-03-24,65,Ashwagandha
2024-03-31,64,Ashwagandha
2024-04-07,66,Ashwagandha
2024-04-14,68,Ashwagandha
2024-04-21,63,Ashwagandha
2024-04-28,64,Ashwagandha
2024-05-05,62,Ashwagandha
2024-05-12,59,Ashwagandha
2024-05-19,60,Ashwagandha
2024-05-26,58,Ashwagandha
2024-06-02,55,Ashwagandha
2024-06-09,60,Ashwagandha
2024-06-16,61,Ashwagandha
2024-06-23,66,Ashwagandha
2024-06-30,67,Ashwagandha
2024-07-07,67,Ashwagandha
2024-07-14,67,Ashwagandha
2024-07-21,64,Ashwagandha
2024-07-28,64,Ashwagandha
2024-08-04,63,Ashwagandha
2024-08-11,70,Ashwagandha
2024-08-18,82,Ashwagandha
2024-08-25,74,Ashwagandha
2024-09-01,77,Ashwagandha
2024-09-08,76,Ashwagandha
2024-09-15,78,Ashwagandha
2024-09-22,71,Ashwagandha
2024-09-29,65,Ashwagandha
2024-10-06,62,Ashwagandha
2024-10-13,64,Ashwagandha
2024-10-20,65,Ashwagandha
2024-10-27,57,Ashwagandha
2024-11-03,66,Ashwagandha
2024-11-10,69,Ashwagandha
2024-11-17,68,Ashwagandha
2024-11-24,66,Ashwagandha
2024-12-01,65,Ashwagandha
2024-12-08,63,Ashwagandha
2024-12-15,63,Ashwagandha
2024-12-22,64,Ashwagandha
2024-12-29,64,Ashwagandha
2025-01-05,65,Ashwagandha
2025-01-12,67,Ashwagandha
2025-01-19,70,Ashwagandha
2025-01-26,72,Ashwagandha
2025-02-02,69,Ashwagandha
2025-02-09,66,Ashwagandha
2025-02-16,65,Ashwagandha
2025-02-23,61,Ashwagandha
2025-03-02,66,Ashwagandha
2025-03-09,67,Ashwagandha
2025-03-16,69,Ashwagandha
2025-03-23,61,Ashwagandha
2025-03-30,64,Ashwagandha
2025-04-06,61,Ashwagandha
2025-04-13,64,Ashwagandha
2025-04-20,65,Ashwagandha
2025-04-27,64,Ashwagandha
2025-05-04,56,Ashwagandha
2025-05-11,67,Ashwagandha
2025-05-18,63,Ashwagandha
2025-05-25,62,Ashwagandha
2025-06-01,66,Ashwagandha
2025-06-08,65,Ashwagandha
2025-06-15,62,Ashwagandha
2025-06-22,63,Ashwagandha
2025-06-29,67,Ashwagandha
2025-07-06,69,Ashwagandha
2025-07-13,80,Ashwagandha
2025-07-20,65,Ashwagandha
2025-07-27,69,Ashwagandha
2025-08-03,70,Ashwagandha
2025-08-10,76,Ashwagandha
2025-08-17,72,Ashwagandha
2025-08-24,74,Ashwagandha
2025-08-31,72,Ashwagandha
2025-09-07,69,Ashwagandha
2025-09-14,66,Ashwagandha
2025-09-21,61,Ashwagandha
2025-09-28,57,Ashwagandha
2025-10-05,68,Ashwagandha
2025-10-12,65,Ashwagandha
2020-10-11,62,Bajra
2020-10-18,54,Bajra
2020-10-25,57,Bajra
2020-11-01,58,Bajra
2020-11-08,54,Bajra
2020-11-15,60,Bajra
2020-11-22,62,Bajra
2020-11-29,73,Bajra
2020-12-06,75,Bajra
2020-12-13,73,Bajra
2020-12-20,71,Bajra
2020-12-27,64,Bajra
2021-01-03,72,Bajra
2021-01-10,76,Bajra
2021-01-17,60,Bajra
2021-01-24,63,Bajra
2021-01-31,63,Bajra
2021-02-07,59,Bajra
2021-02-14,56,Bajra
2021-02-21,56,Bajra
2021-02-28,57,Bajra
2021-03-07,56,Bajra
2021-03-14,53,Bajra
2021-03-21,44,Bajra
2021-03-28,42,Bajra
2021-04-04,48,Bajra
2021-04-11,41,Bajra
2021-04-18,38,Bajra
2021-04-25,36,Bajra
2021-05-02,40,Bajra
2021-05-09,45,Bajra
2021-05-16,52,Bajra
2021-05-23,61,Bajra
2021-05-30,53,Bajra
2021-06-06,52,Bajra
2021-06-13,55,Bajra
2021-06-20,49,Bajra
2021-06-27,49,Bajra
2021-07-04,51,Bajra
2021-07-11,54,Bajra
2021-07-18,50,Bajra
2021-07-25,59,Bajra
2021-08-01,53,Bajra
2021-08-08,50,Bajra
2021-08-15,47,Bajra
2021-08-22,42,Bajra
2021-08-29,50,Bajra
2021-09-05,46,Bajra
2021-09-12,50,Bajra
2021-09-19,48,Bajra
2021-09-26,56,Bajra
2021-10-03,54,Bajra
2021-10-10,54,Bajra
2021-10-17,55,Bajra
2021-10-24,54,Bajra
2021-10-31,43,Bajra
2021-11-07,56,Bajra
2021-11-14,60,Bajra
2021-11-21,67,Bajra
2021-11-28,68,Bajra
2021-12-05,61,Bajra
2021-12-12,62,Bajra
2021-12-19,64,Bajra
2021-12-26,51,Bajra
2022-01-02,74,Bajra
2022-01-09,74,Bajra
2022-01-16,59,Bajra
2022-01-23,63,Bajra
2022-01-30,64,Bajra
2022-02-06,57,Bajra
2022-02-13,60,Bajra
2022-02-20,64,Bajra
2022-02-27,57,Bajra
2022-03-06,59,Bajra
2022-03-13,45,Bajra
2022-03-20,49,Bajra
2022-03-27,44,Bajra
2022-04-03,45,Bajra
2022-04-10,38,Bajra
2022-04-17,44,Bajra
2022-04-24,41,Bajra
2022-05-01,37,Bajra
2022-05-08,38,Bajra
2022-05-15,38,Bajra
2022-05-22,46,Bajra
2022-05-29,40,Bajra
2022-06-05,43,Bajra
2022-06-12,51,Bajra
2022-06-19,71,Bajra
2022-06-26,55,Bajra
2022-07-03,57,Bajra
2022-07-10,49,Bajra
2022-07-17,51,Bajra
2022-07-24,48,Bajra
2022-07-31,45,Bajra
2022-08-07,43,Bajra
2022-08-14,45,Bajra
2022-08-21,53,Bajra
2022-08-28,45,Bajra
2022-09-04,55,Bajra
2022-09-11,68,Bajra
2022-09-18,73,Bajra
2022-09-25,69,Bajra
2022-10-02,68,Bajra
2022-10-09,65,Bajra
2022-10-16,55,Bajra
2022-10-23,51,Bajra
2022-10-30,53,Bajra
2022-11-06,63,Bajra
2022-11-13,71,Bajra
2022-11-20,71,Bajra
2022-11-27,68,Bajra
2022-12-04,62,Bajra
2022-12-11,65,Bajra
2022-12-18,77,Bajra
2022-12-25,69,Bajra
2023-01-01,74,Bajra
2023-01-08,78,Bajra
